sid,cid,Semester,Grade,GPA
535,44,20,A,2.88
556,44,20,A,3.56
653,44,20,A,3.76
713,44,20,A,3.32
756,44,20,D,1.67
830,44,20,B,2.37
868,44,20,A,2.83
881,44,20,B-,2.42
891,44,20,A-,2.93
975,44,20,A,3.1
979,44,20,C+,1.85
1245,44,20,C+,2.32
1304,44,20,C-,1.64
1311,44,20,C+,1.89
1321,44,20,B-,2.42
278,67,20,D,2.32
398,67,20,D+,2.24
127,74,20,B-,3.56
231,74,20,B+,3.2
245,74,20,D+,1.32
265,74,20,C-,1.62
293,74,20,B+,3.03
294,74,20,C,2.3
326,74,20,C+,2.38
331,74,20,D+,1.87
381,74,20,C+,3.22
398,74,20,D,2.24
487,74,20,D+,1.53
540,74,20,C-,2.28
564,74,20,C+,2.78
575,74,20,D+,2.27
605,74,20,C-,2.29
623,74,20,B,2.85
661,74,20,A,3.31
727,74,20,C,2.48
775,74,20,A,3.8
869,74,20,A,3.7
881,74,20,C-,2.42
949,74,20,C-,2.3
984,74,20,A,3.54
1001,74,20,C+,2.86
1225,74,20,A,3.95
1304,74,20,D,1.64
1311,74,20,D,1.89
42,88,20,B,2.53
110,88,20,C,2.82
410,88,20,B,3.35
623,88,20,A-,2.85
661,88,20,A,3.31
713,88,20,A-,3.32
975,88,20,B,3.1
1245,88,20,C-,2.32
975,89,20,A,3.1
108,98,20,F(2),3.04
593,98,20,C-,1.59
615,98,20,B+,3.15
900,98,20,B-,2.33
127,102,20,A,3.56
245,102,20,B-,1.32
293,102,20,A,3.03
381,102,20,A,3.22
564,102,20,A,2.78
623,102,20,A-,2.85
661,102,20,A,3.31
688,102,20,C-,2.1
727,102,20,A-,2.48
775,102,20,A,3.8
869,102,20,A,3.7
949,102,20,A-,2.3
1001,102,20,A-,2.86
3,105,20,C,2.37
42,105,20,B-,2.53
94,105,20,F,1.72
100,105,20,D,2.47
104,105,20,D+,1.68
110,105,20,B-,2.82
169,105,20,B-,2.52
201,105,20,C-,1.92
207,105,20,B+,3.28
260,105,20,B+,2.22
358,105,20,A,3.35
361,105,20,C,2.09
410,105,20,A,3.35
432,105,20,D+,1.8
484,105,20,B,2.58
487,105,20,D+,1.53
499,105,20,D,2.55
514,105,20,A,3.82
533,105,20,C+,2.91
535,105,20,B-,2.88
556,105,20,A,3.56
615,105,20,B-,3.15
653,105,20,A,3.76
713,105,20,A,3.32
756,105,20,D+,1.67
830,105,20,B,2.37
868,105,20,A,2.83
881,105,20,C-,2.42
891,105,20,B,2.93
975,105,20,A,3.1
979,105,20,C-,1.85
1007,105,20,B,2.65
1058,105,20,B-,2.78
1071,105,20,B-,2.83
1075,105,20,D,2.25
1168,105,20,C-,2.79
1241,105,20,C,2.54
1245,105,20,A,2.32
1304,105,20,D,1.64
1311,105,20,D+,1.89
1321,105,20,B,2.42
3,116,20,B,2.37
42,116,20,B,2.53
104,116,20,D+,1.68
110,116,20,B,2.82
169,116,20,C+,2.52
201,116,20,D+,1.92
207,116,20,A-,3.28
290,116,20,C,1.78
361,116,20,C+,2.09
410,116,20,A,3.35
432,116,20,D+,1.8
484,116,20,B,2.58
514,116,20,A,3.82
533,116,20,A,2.91
535,116,20,A,2.88
556,116,20,A,3.56
653,116,20,A,3.76
713,116,20,A,3.32
756,116,20,D,1.67
830,116,20,B,2.37
868,116,20,A,2.83
891,116,20,B-,2.93
975,116,20,A,3.1
979,116,20,C-,1.85
1245,116,20,B-,2.32
1311,116,20,C-,1.89
1321,116,20,B,2.42
127,119,20,A,3.56
231,119,20,A,3.2
245,119,20,C+,1.32
265,119,20,B-,1.62
294,119,20,B-,2.3
326,119,20,B+,2.38
331,119,20,B,1.87
398,119,20,C+,2.24
540,119,20,C+,2.28
564,119,20,B+,2.78
605,119,20,B-,2.29
623,119,20,B,2.85
688,119,20,B-,2.1
727,119,20,B-,2.48
949,119,20,B,2.3
1001,119,20,A,2.86
1048,119,20,B-,1.76
1225,119,20,A,3.95
73,130,20,C-,2.43
84,130,20,C,1.81
94,130,20,D,1.72
108,130,20,F(2),3.04
132,130,20,B,3.51
134,130,20,C+,2.12
206,130,20,B,2
228,130,20,C-,2.28
231,130,20,B+,3.2
278,130,20,B-,2.32
299,130,20,C,1.76
309,130,20,C+,2.63
331,130,20,C+,1.87
388,130,20,B-,2.35
401,130,20,C-,2.34
414,130,20,B-,2.4
415,130,20,D,2.12
434,130,20,D,2.02
525,130,20,B-,1.85
540,130,20,B,2.28
557,130,20,C,3.16
570,130,20,A-,3.26
572,130,20,B-,2.74
636,130,20,C+,2.95
706,130,20,A-,3.04
753,130,20,B,2.31
788,130,20,D,1.96
794,130,20,D,1.67
818,130,20,A-,2.81
838,130,20,C+,2.28
878,130,20,C,1.73
881,130,20,B-,2.42
886,130,20,B,2.81
900,130,20,C,2.33
952,130,20,C,1.78
957,130,20,C,2.44
1165,130,20,D,1.71
3,139,20,C,2.37
42,139,20,C,2.53
94,139,20,C-,1.72
104,139,20,D+,1.68
110,139,20,C+,2.82
169,139,20,C,2.52
201,139,20,D,1.92
207,139,20,A,3.28
265,139,20,C-,1.62
290,139,20,C-,1.78
361,139,20,C-,2.09
410,139,20,B,3.35
432,139,20,D+,1.8
484,139,20,B-,2.58
514,139,20,A,3.82
533,139,20,C+,2.91
535,139,20,A,2.88
556,139,20,A,3.56
653,139,20,A,3.76
713,139,20,A-,3.32
830,139,20,B,2.37
868,139,20,C+,2.83
881,139,20,B,2.42
891,139,20,B-,2.93
975,139,20,B+,3.1
979,139,20,D,1.85
1245,139,20,C+,2.32
1321,139,20,C+,2.42
108,162,20,F(2),3.04
278,162,20,A,2.32
415,162,20,D,2.12
525,162,20,B-,1.85
636,162,20,A,2.95
706,162,20,A,3.04
765,162,20,F,1.67
794,162,20,A,1.67
877,162,20,C+,2.58
878,162,20,D+,1.73
900,162,20,C+,2.33
1217,162,20,C,1.99
245,164,20,P,1.32
381,164,20,P,3.22
564,164,20,P,2.78
688,164,20,P,2.1
869,164,20,P,3.7
949,164,20,P,2.3
1001,164,20,P,2.86
1048,164,20,P,1.76
76,173,20,P,0
478,173,20,D,0.47
944,173,20,F,0
319,180,20,C,1.89
73,187,20,C-,2.43
84,187,20,C+,1.81
132,187,20,B+,3.51
134,187,20,A,2.12
161,187,20,D,1.78
228,187,20,C-,2.28
299,187,20,D+,1.76
309,187,20,B-,2.63
340,187,20,D,2.03
358,187,20,B,3.35
388,187,20,C-,2.35
401,187,20,D,2.34
414,187,20,A,2.4
434,187,20,B,2.02
476,187,20,A,3.48
557,187,20,A,3.16
570,187,20,B,3.26
572,187,20,A,2.74
753,187,20,F,2.31
788,187,20,C,1.96
818,187,20,A,2.81
838,187,20,B-,2.28
886,187,20,C,2.81
952,187,20,C,1.78
957,187,20,C,2.44
1113,187,20,D,2.18
1294,187,20,F,1.72
1168,189,20,C+,2.79
62,193,20,B-,1.55
389,193,20,A,2.32
406,193,20,C+,1.89
559,193,20,A,3.45
934,193,20,D,2.13
973,193,20,A,2.24
1294,193,20,C+,1.72
25,219,20,B,3.44
91,219,20,C-,1.94
155,219,20,B+,3.05
215,219,20,C,2.13
319,219,20,F,1.89
379,219,20,B,2.7
447,219,20,C-,2.06
512,219,20,B,3.06
526,219,20,B,2.05
659,219,20,C,3.12
748,219,20,A,3.51
794,219,20,D+,1.67
833,219,20,B-,3.46
849,219,20,B-,2.8
897,219,20,C+,3.14
911,219,20,B+,2.63
924,219,20,C+,3.46
976,219,20,B,3.43
983,219,20,B+,3.55
1050,219,20,A-,3.01
1056,219,20,C+,2.2
1076,219,20,A,3.65
1079,219,20,C-,2.69
1126,219,20,C-,3.04
1152,219,20,C-,3.04
1183,219,20,A,3.98
1208,219,20,B-,2.78
1217,219,20,D+,1.99
1239,219,20,C+,2.09
1248,219,20,A,3.39
398,220,20,C-,2.24
525,220,20,D+,1.85
540,220,20,C+,2.28
557,220,20,C+,3.16
575,220,20,C+,2.27
605,220,20,C,2.29
727,220,20,C+,2.48
775,220,20,A-,3.8
389,227,20,C+,2.32
512,227,20,C-,3.06
526,227,20,D+,2.05
849,227,20,B,2.8
973,227,20,B,2.24
1079,227,20,C,2.69
94,243,20,D+,1.72
100,243,20,B,2.47
206,243,20,C+,2
260,243,20,B,2.22
499,243,20,B,2.55
615,243,20,B+,3.15
765,243,20,C,1.67
1007,243,20,B,2.65
1058,243,20,B-,2.78
1071,243,20,B,2.83
1075,243,20,C+,2.25
1113,243,20,B,2.18
1168,243,20,B,2.79
1241,243,20,C,2.54
1294,243,20,F,1.72
25,257,20,A,3.44
91,257,20,C-,1.94
155,257,20,B-,3.05
215,257,20,B,2.13
319,257,20,C,1.89
326,257,20,C-,2.38
358,257,20,B,3.35
379,257,20,B,2.7
447,257,20,B-,2.06
476,257,20,A-,3.48
559,257,20,A,3.45
659,257,20,A-,3.12
748,257,20,A,3.51
833,257,20,A,3.46
877,257,20,F,2.58
897,257,20,A,3.14
911,257,20,B,2.63
924,257,20,B+,3.46
934,257,20,B-,2.13
976,257,20,A,3.43
983,257,20,A,3.55
1050,257,20,B,3.01
1056,257,20,B-,2.2
1076,257,20,A,3.65
1126,257,20,B-,3.04
1152,257,20,B,3.04
1183,257,20,A,3.98
1208,257,20,A,2.78
1217,257,20,A-,1.99
1239,257,20,C+,2.09
1241,257,20,B-,2.54
1248,257,20,A,3.39
73,288,20,A,2.43
84,288,20,D,1.81
132,288,20,A,3.51
134,288,20,D,2.12
161,288,20,F,1.78
228,288,20,D,2.28
299,288,20,D,1.76
309,288,20,D,2.63
388,288,20,D,2.35
401,288,20,C+,2.34
414,288,20,B+,2.4
434,288,20,D+,2.02
476,288,20,A,3.48
557,288,20,A,3.16
570,288,20,C,3.26
572,288,20,B+,2.74
753,288,20,D+,2.31
788,288,20,F,1.96
818,288,20,B,2.81
838,288,20,B-,2.28
886,288,20,C,2.81
952,288,20,B-,1.78
957,288,20,B,2.44
1165,288,20,F,1.71
1237,288,20,F,1.81
265,289,20,C,1.62
293,289,20,C,3.03
358,289,20,B,3.35
765,289,20,D+,1.67
900,289,20,B,2.33
25,302,20,B+,3.44
91,302,20,C-,1.94
155,302,20,B+,3.05
215,302,20,C,2.13
379,302,20,B-,2.7
406,302,20,D,1.89
447,302,20,D+,2.06
659,302,20,B,3.12
706,302,20,B,3.04
748,302,20,A,3.51
833,302,20,A,3.46
877,302,20,D+,2.58
897,302,20,B,3.14
911,302,20,B-,2.63
924,302,20,A-,3.46
934,302,20,D+,2.13
976,302,20,A,3.43
983,302,20,A-,3.55
1050,302,20,B+,3.01
1056,302,20,B,2.2
1076,302,20,A,3.65
1126,302,20,B-,3.04
1152,302,20,C,3.04
1183,302,20,A,3.98
1208,302,20,C+,2.78
1239,302,20,C,2.09
1248,302,20,A,3.39
231,303,20,A,3.2
265,303,20,B-,1.62
294,303,20,A,2.3
688,303,20,C-,2.1
984,303,20,A,3.54
389,305,20,A,2.32
478,305,20,D,0.47
973,305,20,A,2.24
108,311,20,F(2),3.04
278,311,20,B,2.32
340,311,20,F,2.03
415,311,20,C,2.12
525,311,20,B-,1.85
636,311,20,A-,2.95
706,311,20,C+,3.04
794,311,20,D,1.67
878,311,20,C,1.73
900,311,20,C+,2.33
1217,311,20,C-,1.99
319,313,20,F,1.89
73,315,20,D+,2.43
84,315,20,C,1.81
100,315,20,B-,2.47
105,315,20,D+,1.67
132,315,20,A,3.51
134,315,20,B-,2.12
161,315,20,D,1.78
228,315,20,B,2.28
260,315,20,C+,2.22
299,315,20,C,1.76
309,315,20,B,2.63
340,315,20,D,2.03
358,315,20,A,3.35
388,315,20,B-,2.35
401,315,20,B-,2.34
414,315,20,B-,2.4
434,315,20,C-,2.02
476,315,20,A-,3.48
499,315,20,A-,2.55
557,315,20,B-,3.16
570,315,20,A,3.26
572,315,20,B+,2.74
615,315,20,A-,3.15
753,315,20,B-,2.31
788,315,20,D,1.96
818,315,20,A,2.81
838,315,20,D+,2.28
886,315,20,B,2.81
952,315,20,C+,1.78
957,315,20,B,2.44
979,315,20,C,1.85
984,315,20,A,3.54
1007,315,20,B-,2.65
1058,315,20,B-,2.78
1071,315,20,B,2.83
1075,315,20,B-,2.25
1113,315,20,C,2.18
1165,315,20,D,1.71
1168,315,20,A,2.79
1225,315,20,A,3.95
1237,315,20,D+,1.81
1241,315,20,C,2.54
1294,315,20,D+,1.72
25,326,20,B,3.44
155,326,20,B-,3.05
326,326,20,D+,2.38
379,326,20,D+,2.7
389,326,20,B-,2.32
447,326,20,D,2.06
487,326,20,C,1.53
512,326,20,C-,3.06
526,326,20,F(2),2.05
559,326,20,B,3.45
593,326,20,D+,1.59
605,326,20,C-,2.29
636,326,20,B-,2.95
659,326,20,C+,3.12
748,326,20,C+,3.51
833,326,20,B+,3.46
849,326,20,C,2.8
877,326,20,D,2.58
878,326,20,D,1.73
891,326,20,C-,2.93
897,326,20,B-,3.14
911,326,20,C+,2.63
924,326,20,B-,3.46
976,326,20,B,3.43
983,326,20,C+,3.55
1050,326,20,C+,3.01
1056,326,20,D,2.2
1076,326,20,A-,3.65
1079,326,20,C-,2.69
1152,326,20,C+,3.04
1183,326,20,A,3.98
1208,326,20,B-,2.78
1248,326,20,A,3.39
3,341,20,C+,2.37
42,341,20,B,2.53
94,341,20,F,1.72
100,341,20,B+,2.47
104,341,20,D,1.68
105,341,20,D+,1.67
110,341,20,C+,2.82
169,341,20,B,2.52
201,341,20,D+,1.92
207,341,20,B,3.28
260,341,20,C+,2.22
290,341,20,C-,1.78
358,341,20,A,3.35
361,341,20,D+,2.09
410,341,20,B+,3.35
432,341,20,D+,1.8
476,341,20,B+,3.48
484,341,20,B,2.58
499,341,20,B+,2.55
514,341,20,A,3.82
533,341,20,A-,2.91
535,341,20,A,2.88
556,341,20,A,3.56
557,341,20,C+,3.16
615,341,20,B+,3.15
653,341,20,A,3.76
713,341,20,B+,3.32
830,341,20,B,2.37
868,341,20,B-,2.83
881,341,20,B,2.42
891,341,20,B,2.93
975,341,20,B+,3.1
979,341,20,B-,1.85
1007,341,20,C+,2.65
1058,341,20,C,2.78
1071,341,20,C+,2.83
1075,341,20,C,2.25
1113,341,20,B-,2.18
1168,341,20,A-,2.79
1241,341,20,C+,2.54
1245,341,20,C+,2.32
1321,341,20,B,2.42
127,345,20,A,3.56
169,345,20,C+,2.52
206,345,20,C,2
231,345,20,A,3.2
293,345,20,B,3.03
294,345,20,C+,2.3
326,345,20,A-,2.38
331,345,20,B-,1.87
381,345,20,A,3.22
398,345,20,C,2.24
487,345,20,C+,1.53
540,345,20,B+,2.28
564,345,20,A,2.78
575,345,20,B,2.27
605,345,20,C+,2.29
623,345,20,B+,2.85
661,345,20,A,3.31
727,345,20,B,2.48
775,345,20,A,3.8
869,345,20,A,3.7
949,345,20,B-,2.3
984,345,20,A,3.54
1001,345,20,B+,2.86
1048,345,20,C+,1.76
1225,345,20,A,3.95
1304,345,20,C+,1.64
1311,345,20,B-,1.89
127,348,20,A,3.56
206,348,20,C-,2
231,348,20,B-,3.2
245,348,20,D,1.32
265,348,20,D,1.62
293,348,20,B-,3.03
294,348,20,C-,2.3
326,348,20,D,2.38
331,348,20,C-,1.87
381,348,20,B+,3.22
398,348,20,C+,2.24
487,348,20,C+,1.53
540,348,20,C+,2.28
564,348,20,B,2.78
575,348,20,C-,2.27
605,348,20,C,2.29
623,348,20,B+,2.85
661,348,20,B,3.31
727,348,20,C-,2.48
756,348,20,F,1.67
775,348,20,A,3.8
869,348,20,A-,3.7
949,348,20,D,2.3
984,348,20,B+,3.54
1001,348,20,B,2.86
1225,348,20,A,3.95
1304,348,20,C-,1.64
1311,348,20,D,1.89
25,356,20,B+,3.44
62,356,20,C+,1.55
91,356,20,F,1.94
155,356,20,A,3.05
215,356,20,F(2),2.13
379,356,20,C-,2.7
406,356,20,F,1.89
447,356,20,A,2.06
512,356,20,C+,3.06
526,356,20,C-,2.05
559,356,20,A,3.45
593,356,20,D,1.59
659,356,20,C+,3.12
748,356,20,A,3.51
833,356,20,B+,3.46
849,356,20,B+,2.8
897,356,20,A,3.14
911,356,20,C,2.63
924,356,20,A,3.46
934,356,20,F,2.13
976,356,20,B+,3.43
983,356,20,A,3.55
1050,356,20,C+,3.01
1056,356,20,F,2.2
1076,356,20,A,3.65
1079,356,20,C+,2.69
1126,356,20,B,3.04
1152,356,20,C+,3.04
1183,356,20,A,3.98
1208,356,20,A-,2.78
1239,356,20,C-,2.09
1248,356,20,A,3.39
1165,358,20,F,1.71
100,88,21,B-,2.47
104,88,21,C-,1.68
207,88,21,B+,3.28
290,88,21,B-,1.78
358,88,21,B-,3.35
432,88,21,C+,1.8
499,88,21,A,2.55
514,88,21,A-,3.82
533,88,21,B-,2.91
575,88,21,B-,2.27
838,88,21,C-,2.28
877,88,21,C+,2.58
891,88,21,B+,2.93
952,88,21,A-,1.78
957,88,21,C,2.44
1294,88,21,C+,1.72
1321,88,21,A,2.42
104,98,21,B-,1.68
215,98,21,B-,2.13
326,98,21,C,2.38
358,98,21,D,3.35
415,98,21,B,2.12
559,98,21,A,3.45
706,98,21,B+,3.04
753,98,21,B,2.31
788,98,21,D+,1.96
794,98,21,D+,1.67
833,98,21,A,3.46
1056,98,21,B+,2.2
1152,98,21,A,3.04
1217,98,21,C+,1.99
231,102,21,A,3.2
265,102,21,B-,1.62
294,102,21,A,2.3
326,102,21,A,2.38
398,102,21,B,2.24
540,102,21,A-,2.28
605,102,21,A,2.29
984,102,21,A,3.54
1225,102,21,A,3.95
1304,102,21,C+,1.64
265,122,21,B,1.62
765,162,21,C+,1.67
294,164,21,P,2.3
605,164,21,P,2.29
206,194,21,C-,2
331,194,21,D,1.87
1304,194,21,D,1.64
1311,194,21,C,1.89
389,219,21,B,2.32
415,219,21,C,2.12
434,219,21,C,2.02
575,219,21,B,2.27
973,219,21,A,2.24
1294,219,21,F(2),1.72
42,220,21,A,2.53
228,220,21,B-,2.28
434,220,21,B-,2.02
110,257,21,C+,2.82
389,257,21,C+,2.32
849,257,21,B,2.8
877,257,21,C,2.58
1079,257,21,B,2.69
100,289,21,C+,2.47
110,289,21,B-,2.82
215,289,21,D,2.13
228,289,21,D,2.28
326,289,21,D+,2.38
331,289,21,D,1.87
499,289,21,B-,2.55
535,289,21,B-,2.88
570,289,21,A,3.26
653,289,21,A,3.76
706,289,21,B,3.04
788,289,21,F,1.96
794,289,21,D,1.67
838,289,21,C+,2.28
849,289,21,B-,2.8
878,289,21,C-,1.73
881,289,21,B-,2.42
957,289,21,C,2.44
1079,289,21,B-,2.69
1217,289,21,F,1.99
1321,289,21,B-,2.42
206,303,21,B,2
326,303,21,A,2.38
331,303,21,B-,1.87
540,303,21,A-,2.28
605,303,21,A,2.29
881,303,21,B,2.42
1048,303,21,B-,1.76
1225,303,21,A,3.95
1304,303,21,C+,1.64
1311,303,21,A-,1.89
94,1,22,B,1.72
161,1,22,C+,1.78
278,1,22,B-,2.32
340,1,22,B,2.03
415,1,22,C+,2.12
454,1,22,A,3.61
525,1,22,C+,1.85
636,1,22,B+,2.95
706,1,22,A-,3.04
756,1,22,D,1.67
765,1,22,C+,1.67
788,1,22,B-,1.96
794,1,22,C+,1.67
877,1,22,A-,2.58
878,1,22,B,1.73
900,1,22,B,2.33
1217,1,22,B+,1.99
1237,1,22,B-,1.81
1294,1,22,B-,1.72
1048,11,22,B-,1.76
331,14,22,C,1.87
614,14,22,A,3.28
1311,14,22,C-,1.89
558,18,22,F(2),2.25
679,18,22,C-,1.24
152,35,22,F(3),0
224,35,22,C+,1.78
279,35,22,A,3.16
319,35,22,F,1.89
367,35,22,C-,1.77
375,35,22,B-,3.03
421,35,22,B-,3.16
461,35,22,D+,3
481,35,22,B+,3.24
507,35,22,A,3.66
560,35,22,F(3),0
581,35,22,C+,3.33
602,35,22,B+,2.52
610,35,22,B,2.98
614,35,22,A,3.28
776,35,22,F(3),0.57
832,35,22,F(3),1.08
853,35,22,F(3),0
862,35,22,A-,1.83
873,35,22,B-,2.97
965,35,22,B-,1.93
973,35,22,F,2.24
977,35,22,D+,1.82
1051,35,22,D+,1.74
1059,35,22,D,1.33
1116,35,22,F(3),1.59
1192,35,22,F,2.85
1231,35,22,B-,2.89
1232,35,22,C,2.24
25,41,22,A-,3.44
42,41,22,B-,2.53
110,41,22,C,2.82
155,41,22,B-,3.05
161,41,22,F(3),1.78
215,41,22,F,2.13
278,41,22,F,2.32
361,41,22,F,2.09
379,41,22,C-,2.7
389,41,22,C,2.32
406,41,22,D,1.89
447,41,22,D,2.06
487,41,22,B-,1.53
512,41,22,B+,3.06
559,41,22,A-,3.45
653,41,22,B+,3.76
659,41,22,B-,3.12
748,41,22,B,3.51
765,41,22,F,1.67
794,41,22,D,1.67
833,41,22,B,3.46
849,41,22,C-,2.8
877,41,22,D+,2.58
897,41,22,B-,3.14
911,41,22,C,2.63
924,41,22,B+,3.46
934,41,22,D+,2.13
976,41,22,B+,3.43
983,41,22,B-,3.55
1050,41,22,B,3.01
1056,41,22,D,2.2
1076,41,22,A-,3.65
1079,41,22,C-,2.69
1126,41,22,B-,3.04
1152,41,22,B,3.04
1183,41,22,A,3.98
1208,41,22,C+,2.78
1245,41,22,F,2.32
1248,41,22,A,3.39
1304,41,22,D,1.64
1321,41,22,C-,2.42
331,44,22,C,1.87
3,54,22,C-,2.37
42,54,22,C-,2.53
100,54,22,D+,2.47
104,54,22,I,1.68
110,54,22,C+,2.82
169,54,22,C-,2.52
201,54,22,C,1.92
207,54,22,C+,3.28
260,54,22,D+,2.22
290,54,22,D,1.78
361,54,22,C-,2.09
410,54,22,B-,3.35
432,54,22,D,1.8
484,54,22,C,2.58
499,54,22,C-,2.55
514,54,22,A,3.82
533,54,22,C+,2.91
535,54,22,C+,2.88
556,54,22,B,3.56
615,54,22,C,3.15
653,54,22,A-,3.76
713,54,22,B,3.32
830,54,22,C,2.37
891,54,22,C+,2.93
975,54,22,C+,3.1
979,54,22,D,1.85
1007,54,22,C,2.65
1058,54,22,C-,2.78
1071,54,22,C-,2.83
1168,54,22,C+,2.79
1241,54,22,C-,2.54
1245,54,22,D,2.32
1321,54,22,C-,2.42
73,78,22,C,2.43
84,78,22,C+,1.81
100,78,22,C,2.47
132,78,22,A,3.51
134,78,22,F,2.12
228,78,22,D+,2.28
299,78,22,F(3),1.76
309,78,22,C,2.63
331,78,22,C,1.87
388,78,22,F,2.35
401,78,22,B-,2.34
414,78,22,C+,2.4
434,78,22,D,2.02
476,78,22,B,3.48
499,78,22,C-,2.55
557,78,22,A,3.16
570,78,22,B-,3.26
572,78,22,D,2.74
615,78,22,B+,3.15
753,78,22,D,2.31
818,78,22,C,2.81
838,78,22,C,2.28
886,78,22,C+,2.81
952,78,22,D,1.78
957,78,22,B-,2.44
1007,78,22,C,2.65
1058,78,22,B,2.78
1071,78,22,B,2.83
1075,78,22,C,2.25
1113,78,22,D+,2.18
1168,78,22,B+,2.79
1241,78,22,C-,2.54
206,85,22,B,2
375,96,22,A,3.03
481,96,22,A,3.24
610,96,22,A-,2.98
977,96,22,A,1.82
1059,96,22,B,1.33
25,98,22,A-,3.44
91,98,22,C-,1.94
108,98,22,F(2),3.04
155,98,22,C+,3.05
319,98,22,D,1.89
379,98,22,C+,2.7
389,98,22,C+,2.32
447,98,22,D,2.06
487,98,22,B-,1.53
659,98,22,A-,3.12
748,98,22,B,3.51
849,98,22,C-,2.8
897,98,22,B+,3.14
911,98,22,C-,2.63
924,98,22,B+,3.46
934,98,22,F,2.13
976,98,22,B+,3.43
983,98,22,A,3.55
1076,98,22,B-,3.65
1079,98,22,C,2.69
1126,98,22,B,3.04
1183,98,22,A,3.98
1208,98,22,B-,2.78
1239,98,22,D+,2.09
1248,98,22,C,3.39
206,102,22,B,2
331,102,22,B-,1.87
487,102,22,B,1.53
881,102,22,B,2.42
1048,102,22,B-,1.76
1311,102,22,A-,1.89
73,105,22,B,2.43
84,105,22,C,1.81
94,105,22,D,1.72
105,105,22,C+,1.67
132,105,22,A,3.51
134,105,22,C,2.12
228,105,22,C+,2.28
299,105,22,C+,1.76
309,105,22,A,2.63
331,105,22,C+,1.87
340,105,22,D+,2.03
388,105,22,B-,2.35
401,105,22,C+,2.34
414,105,22,B,2.4
434,105,22,C+,2.02
476,105,22,B+,3.48
557,105,22,A,3.16
570,105,22,A,3.26
572,105,22,C+,2.74
753,105,22,C,2.31
788,105,22,D,1.96
818,105,22,B-,2.81
838,105,22,B,2.28
886,105,22,A,2.81
952,105,22,C+,1.78
957,105,22,B,2.44
1113,105,22,C+,2.18
1165,105,22,D,1.71
3,122,22,C+,2.37
42,122,22,A,2.53
94,122,22,B-,1.72
104,122,22,C,1.68
110,122,22,B-,2.82
169,122,22,B,2.52
201,122,22,C,1.92
207,122,22,B,3.28
290,122,22,B,1.78
358,122,22,A,3.35
361,122,22,C-,2.09
410,122,22,B+,3.35
432,122,22,C-,1.8
484,122,22,B-,2.58
514,122,22,A,3.82
533,122,22,B,2.91
535,122,22,B+,2.88
556,122,22,B+,3.56
653,122,22,B,3.76
713,122,22,B,3.32
830,122,22,B,2.37
881,122,22,A-,2.42
891,122,22,B+,2.93
975,122,22,B-,3.1
979,122,22,C,1.85
1245,122,22,B,2.32
1311,122,22,B,1.89
1321,122,22,C,2.42
1311,130,22,D+,1.89
25,162,22,A,3.44
62,162,22,C-,1.55
108,162,22,F(2),3.04
155,162,22,B-,3.05
379,162,22,C+,2.7
447,162,22,C,2.06
454,162,22,B-,3.61
512,162,22,B+,3.06
526,162,22,C-,2.05
559,162,22,A,3.45
659,162,22,C+,3.12
748,162,22,A,3.51
833,162,22,A,3.46
849,162,22,B,2.8
897,162,22,A,3.14
911,162,22,B-,2.63
924,162,22,A,3.46
976,162,22,B-,3.43
983,162,22,A,3.55
1050,162,22,C-,3.01
1076,162,22,A,3.65
1079,162,22,C,2.69
1126,162,22,C+,3.04
1152,162,22,C,3.04
1183,162,22,A,3.98
1208,162,22,B,2.78
1239,162,22,D,2.09
1248,162,22,A,3.39
42,164,22,P,2.53
110,164,22,P,2.82
169,164,22,P,2.52
206,164,22,P,2
207,164,22,P,3.28
331,164,22,P,1.87
358,164,22,P,3.35
410,164,22,P,3.35
432,164,22,P,1.8
484,164,22,P,2.58
487,164,22,P,1.53
514,164,22,P,3.82
533,164,22,P,2.91
535,164,22,P,2.88
556,164,22,P,3.56
575,164,22,P,2.27
653,164,22,P,3.76
713,164,22,P,3.32
830,164,22,P,2.37
881,164,22,P,2.42
891,164,22,P,2.93
975,164,22,P,3.1
979,164,22,P,1.85
1048,164,22,P,1.76
1304,164,22,P,1.64
1311,164,22,P,1.89
152,173,22,P1,0
224,173,22,P,1.78
421,173,22,P,3.16
516,173,22,P,0
560,173,22,P,0
602,173,22,P,2.52
776,173,22,P,0.57
832,173,22,P1,1.08
853,173,22,P1,0
965,173,22,P,1.93
1192,173,22,P,2.85
3,184,22,C-,2.37
42,184,22,C,2.53
94,184,22,D+,1.72
100,184,22,C+,2.47
104,184,22,F,1.68
108,184,22,F,3.04
110,184,22,D+,2.82
132,184,22,A-,3.51
161,184,22,C,1.78
169,184,22,B,2.52
201,184,22,D,1.92
206,184,22,D,2
207,184,22,C+,3.28
215,184,22,C-,2.13
260,184,22,C+,2.22
331,184,22,D+,1.87
358,184,22,B+,3.35
361,184,22,C,2.09
410,184,22,B+,3.35
414,184,22,B,2.4
415,184,22,D,2.12
432,184,22,C-,1.8
454,184,22,A,3.61
476,184,22,B,3.48
484,184,22,C+,2.58
487,184,22,B-,1.53
499,184,22,B-,2.55
514,184,22,B,3.82
525,184,22,C-,1.85
533,184,22,C-,2.91
535,184,22,C+,2.88
556,184,22,B+,3.56
570,184,22,C+,3.26
572,184,22,C-,2.74
575,184,22,C,2.27
615,184,22,B,3.15
